title,cluster_label
No new teachers in Roselle sign pledge on March 7 to teach Critical Race Theory,10
Number of teachers pledging to teach Critical Race Theory in Naperville stagnates at three,5
No new teachers in Glen Ellyn sign pledge on March 7 to teach Critical Race Theory,26
Critical Race Theory and Education – 2022 South Dakota Legislative Session update by District 24 Senator Mary Duvall,53
Florida lawmakers ban workplace CRT training,95
Grove City College caught in crossfire of evangelical CRT battles,6
Senate passes CRT Bill,3
Bill to Federalize CRT Must Be Stopped By Stanley Kurtz,3
No Critical Race Theory Bills Made It Through 2022 Wyoming Legislative Session,97
Educators argue CRT bill limits learning,95
When you wish upon a CRT resolution,58
PENNCREST School Board approves anti - CRT policy change,63
"Florida Senate Approves Bill Banning Critical Race Theory , Gender Identity Classes",25
No new teachers in Bloomingdale sign pledge in week ending March 5 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on March 8 to teach Critical Race Theory,10
"Watch : Mom Tells Story of Son Suicide Due to CRT , Coronavirus Isolation",69
Parents Chant  Racist  While Asian Mother Shares Anti - CRT Book During Fairfax County School Board Meeting,50
"Headlines : Anti - abortion bills , Critical Race Theory rules & winter weather",96
"DeSantis wins his battle over CRT and wokeness . Detractors ask , at whose expense ? ",36
Bill dealing with CRT concepts in schools gets watered down by House committee,95
Oklahoma education leaders pass rules on CRT bill,95
High - Water Mark for CRT ? ,58
Beto ORourke comes out against critical race theory in schools,11
Mark Ballard : New social studies standards sidetrack critical race theory debate,39
  GTFOH : White House promotes  Social Emotional Learning Day  and conveniently ignores CRT ties,9
Sounding off : Why fear critical race theory ? ,39
No new teachers in Bartlett sign pledge on March 10 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on March 10 to teach Critical Race Theory,26
LOL : Beto ORourke Flip Flops on Critical Race Theory,71
Trump Says Supporters Should  Lay Down Their Very Live to Fight CRT,88
First prominent Democrat to flip flop on support of CRT in schools is ... ,46
Democrat  Beto  ORourke Says CRT Should Not Be Taught in Schools,46
WATCH : Bill Maher DEFENDS parent rights bill and SLAMS lies about critical race indoctrination – The Right Scoop,47
What Is CRT ? ,58
Should we teach Critical Race Theory in Mississippi ? ,29
Column : Republicans are using CRT discussions to stoke fear,88
Number of teachers pledging to teach Critical Race Theory in Glen Ellyn stagnates at three in week ending March 5,5
Short Interest in Cross Timbers Royalty Trust ( NYSE : CRT ) Grows By 333 . 3 % ,82
Mississippi Gov . Tate Reeves signs law banning critical race theory in schools,4
Trump Commands Followers to  Lay Down Their Lives  to Stop Critical Race Theory,93
Mississippi Governor Reeves signs anti - Critical Race Theory bill into law,23
Beto ORourke :  We dont see CRT being taught in [ Texas ] schools right now  ,1
"Breitbart News Daily Podcast Ep . 92 : Biden CDC Ends Trump - Era Deportation Policy , Beto Says No to CRT , Guest : James OKeefe",24
Gov . Reeves signs anti - critical race theory bill into law,23
Gov . Tate Reeves signs anti - critical race theory bill into law,23
Reeves signs critical race theory bill into law,23
Governor signs bill banning critical race theory in schools,42
Critical Race Theory Is About to Segregate America Like an Open - Air Prison Yard,39
No new teachers in Downers Grove sign pledge on March 11 to teach Critical Race Theory,10
No new teachers in Lombard sign pledge in week ending March 5 to teach Critical Race Theory,10
Biden Promotes CRT  Trojan Horse  with  Social Emotional Learning Day  ,88
Mississippi governor signs into law prohibition on schools teaching critical race theory,42
Why Georgia Schools Must Reject Critical Race Theory,86
Critical race theory bill unusually progressive,23
Local View : CRT isnt what it being made out to be,58
Campbell County School Board reviews resolution to  condemn  CRT,63
Mississippi governor signs bill banning critical race theory in public schools,42
"Trump Urges Supporters To  Lay Down Their Very Live To Fight Critical Race Theory , Calls it a Matter of National Survival",93
Watch : Democrat Elaine Luria Says K - 12 CRT Ban Erases History,52
"Bill 67 Would Entrench Critical Race Theory in Ontario Schools , Say Critics",42
Surprise : Oregon Officials Push CRT - Style Racialism ... For Kindergarteners,50
CRT is latest bogeyman,58
"CRT Ideas , Divisive Race Lessons Would Be Banned By GA Bills",42
Mississippi Gov . Reeves signs bill targeting critical race theory,23
State lawmakers react to Gov . Reeves signing anti - Critical Race Theory bill,23
Governor signs Critical Race Theory Prohibit bill into law,23
Anti - critical race theory bill signed into law by Mississippi governor,23
Fox News guest compares the atrocities in Ukraine to the effect of critical race theory,93
Gregory Thayer : Proud of parents standing up against CRT,73
No new teachers in Wood Dale sign pledge on March 13 to teach Critical Race Theory,10
Anti - critical race theory bill signed into law by Mississippi governor – 850 WFTL,23
Mississippi governor signs bill banning critical race theory in schools,42
Social justice key to critical race theory,39
Beto Was For Teaching CRT - Now He Against It | NewsRadio 740 KTRH | KTRH Local Houston and Texas News,35
Taking seriously the threats posed by CRT,31
"CRT , other curriculum issues under spotlight",1
"Norwin debate continues in regards to systemic racism , critical race theory",19
"Critical race theory ,  1619 Project  criticized as  divisive  by Idaho Legislature",49
No new teachers in Woodridge sign pledge in week ending March 5 to teach Critical Race Theory,10
Virginia Superintendents Fail to Consult Members on Letter Criticizing Younkin Position on CRT,63
Polls Show Education and CRT Could Doom the Democrats,46
Christopher Rufo thinks senators should put Biden SCOTUS nominee on the spot about critical race theory,13
Pat McCrory Appointee Supported CRT Training for Disabled Preschoolers,73
"Labor union falsely claims Florida anti - CRT bill would ban teaching on slavery , Holocaust",65
Jefferson City School Board of Education candidates discuss multiple topics including teacher compensation and critical race theory,12
Georgia  Mathematics Equity  Program Told Educators To Teach CRT - Aligned Curriculum To Remove  Bia From Classrooms,1
"Alabama House passes  divisive concept anti - CRT bill despite pushback from parents , educators",95
Mississippi Governor Claims  Critical Race Theory  Used to  Humiliate and Indoctrinate  Students,8
"Johnson , Donovan clash on CRT in Milwaukee mayoral debate",40
Michigan mother sues school district for denying request to view CRT materials,81
Georgia  Mathematics Equity  Program Told Educators to Teach CRT - Aligned Curriculum,1
John Klar : Future lawsuits will determine fate of CRT and transgender conditioning,43
"Teaching critical race theory in schools , understanding U . S . history",7
Critical race theory in schools : How can American history be taught otherwise ?: Column,7
States Use Heritage Model Legislation to Reject Critical Race Theory in Classrooms,42
Trump views critical race theory in schools as an existential threat,11
KC community responds to possible critical race theory resolution,92
KC community responds to possible CRT resolution,58
  Divisive Concepts  A Closer Look at Alabama Critical Race Theory Bill,49
"SCOTUS Nominee Ketanji Brown Jackson Inspired by Critical Race Theory ,  1619 Project , Black Lives Matter Protest",33
Critical Race critics object to teaching about Japanese - American internment during World War II,59
LETTER : CRT eating away at American way of life,57
Xavier Becerra Promotes CRT - Based  Health Equity  as HHS Top Priority,80
1 more Downers Grove teacher sign Critical Race Theory pledge in week ending March 12,10
"  Whose Children Are They ? Eye - opening film takes on teacher union , CRT , sexualization of youth",73
"Commentary by Rev . Lawrence Terry : What critical race theory is , and what it is not",71
Conservatives are pushing GOP senators to put Judge Ketanji Brown Jackson  on the spot  about critical race theory after she said her parents kept a CRT theorist book on their coffee table,33
Republicans Raise CRT Concerns About Judge Ketanji Brown Jackson,33
Noem passes anti - CRT bill limiting  divisive concept in colleges,95
"  The White Students Didnt Feel Guilty : Some States , Local Governments Protect Racial Justice Education Amid Conservative Efforts to Ban Critical Race Theory in Schools",2
Critical race theory has gone from minority view to mandatory view at many law schools,11
"Umm , HELLO ? RED FLAG !? Ketanji Brown Jackson calls a founding text of CRT ( that actually endorses Louis Farrakhan ) a  personal touchstone  – twitchy . com",45
Arizona Constitution is wrong place to address critical race theory,74
Marsha Blackburn Asks Ketanji Brown Jackson About CRT,40
RIGHT SPEAK : We Cannot Have a Supreme Court Justice Who Thinks Constitution Is Racist ; Is CRT Headed To The Supreme Court ? ,45
Will A Justice Ketanji Brown Jackson Be A Legacy Of Critical Race Theory ? ,33
Dr . Carol Swain  concerned  about Biden SCOTUS nominee views on critical race theory,66
1 more Naperville teacher pledges to teach Critical Race Theory in week ending March 12 despite controversy,5
No new teachers in Roselle sign pledge in week ending March 12 to teach Critical Race Theory,10
Fannie Mae rolling out its third CRT offering of 2022,21
Gov . Noem Signs College CRT Bill and Education Bills into Law,95
"As legislators push so - called  anti - CRT  bills citing discomfort , Black students ask whose feelings matter",50
"Rep . Sheila Jackson Lee , Jennifer Rubin call questions about CRT for Ketanji Brown Jackson  flat out racist  ",45
Ted Cruz Presses Ketanji Brown Jackson on CRT,33
Ted Cruz Presses SCOTUS Nominee Ketanji Brown Jackson on Critical Race Theory,33
Sen . Ted Cruz presses SCOTUS nominee Ketanji Brown Jackson on critical race theory and asks if she agrees with teaching that  babies are racist  ,33
Cruz : CRT Taught Where Ketanji Brown Jackson Serves on School Board,33
GOP tweet linking Ketanji Brown Jackson with critical race theory draws accusations of racism,33
Confirmation Hearing Flares Up As Questions Raised on Jackson View of Critical Race Theory,33
GOP Thinks Existing as a Black Person Is an Example of  CRT  ,45
Biden SCOTUS Nominee Tries to Run Away from Critical Race Theory,66
Ted Cruz quizzes Jackson on CRT at Supreme Court confirmation hearing,33
Kristi Noem Signs Bill to Stop Critical Race Theory Instruction in College,23
Ketanji Brown Jackson serves on board of school that promotes critical race theory,33
GOP senator asks if Ketanji Brown Jackson has a  personal hidden agenda  in critical race theory / LGBTQ Nation,33
Kristi Noem Signs Bill to Prevent Critical Race Theory in South Dakota Colleges,53
Biden SCOTUS Nominee a Fan of CRT – American Free Press,88
WATCH : Ted Cruz Stumps Judge Ketanji Brown Jackson on Critical Race Theory in Sentencing,33
Ketanji Brown Jackson denies relying on critical race theory in sentencing,33
Ted Cruz Presses Judge Ketanji Brown Jackson On CRT Over  Antiracist Baby  Book,33
Cruz presses Jackson on critical race theory in tense questioning,33
Cruz presses Jackson on critical race theory in tense questioning,33
"Sen . Cruz asks Jackson about critical race theory at Georgetown Day School , where she is a board member",33
Ketanji Brown Jackson Has Leadership Role at School Promoting Critical Race Theory,33
Gov . Kristi Noem signs bill limiting public universities from requiring CRT trainings,95
"Ted Cruz Trashed For Grilling Ketanji Brown Jackson On CRT , 1619 Project",33
Senate passes critical race theory bill targeted at Tennessee colleges,23
Cruz and Jackson spar on critical race theory and child pornography sentences,33
Gov . Kristi Noem signs bill ending CRT training mandates,95
Anti - CRT bill signed into law - The Daily Mississippian,3
CNN Abby Phillip Dismisses Cruz CRT Questioning of KBJ,24
"Senate passes critical race theory ,  divisive concept bill aimed at Tennessee colleges",23
"Judge Jackson Wants to  Meld  American Law with CRT , Social Justice",33
South Dakota Governor Signs Bill Banning CRT - Based Trainings at Universities,95
"Jackson Supreme Court confirmation : Sparks fly as senators press nominee child porn sentencing , CRT in school",52
Local Opinion : Professional educators make laws banning  critical race theory  unnecessary,2
Ted Cruz quizzes Jackson on CRT at confirmation hearing,33
Jackson Denies Connection to CRT . Her Past Says Otherwise . ,24
"South Dakota Governor Signs Legislation Banning Critical Race Theory , Race Based Training Because Of  Discomfort  | News",53
Ketanji Brown Jackson Serves on Board of School That Promotes Critical Race Theory,33
"South Dakota Governor Kristi Noem Signs Anti - Critical Race Theory into law , citing  discomfort  ",53
Ainsley Earhardt : I Dont Want My Daughter to Learn CRT,73
"Ted Cruz accused of  hate crime , leftists predictably rage over questioning of SCOTUS nom on CRT",24
CRT : Is It a University - Level Course or a Diet for Our Children ? ,1
Letters : CRT needs to be taught so Americans can understand race in U . S . ,50
"Day Two of Judge Ketanji Brown Hearings : Lies in Claiming She Doesnt Know CRT is Taught in the School Whose Board She Serves On , Lies About Why She Consistently Under - Sentences Child Pr0n Criminals",52
MSNBC Blasts GOP CRT  Culture War at Confirmation Hearing,88
"GOP Senators Grill Ketanji Brown Jackson over Critical Race Theory , Child Sexual Abuse Cases",33
Dems slam Republican  race - baiting  CRT assails against Supreme Court nominee Ketanji Brown Jackson,33
Ted Cruz questions Ketanji Brown Jackson about  critical race theory  ,33
"Oh no , get the popcorn ! One guest dared to challenge  The View  hosts on CRT and Covid safety in schools",52
The GOP racist attempt to tie Ketanjii Brown Jackson to critical race theory,33
Ketanji Brown Jackson hearing : GOP fixates on critical race theory,33
Ted Cruz interjects GOP  critical race theory  opposition into Ketanji Brown Jackson Supreme Court nomination,33
"Blackburn , Cotton Hit Ketanji Brown Jackson Support for Critical Race Theory , 1619 Project",33
"Sunny Hostin , Lindsey Granger Jar Over Critical Race Theory",71
South Dakota Gov . Kristi Noem Signs Anti - CRT Bill To Stymie  Divisive Concept On College Campuses,95
Ted Cruz interjects GOP  critical race theory  opposition into Ketanji Brown Jackson Supreme Court nomination – The Gilmer Mirror,33
CNN Dismisses  Clown  Ted Cruz Asking Jackson About CRT as  Below the Line  ,24
"Oh , So That How Critical Race Theory Creeps Into Our Schools",11
"Cruz Asks Ketanji Brown Jackson About Critical Race Theory , Anti - Racist Books",33
So That How Critical Race Theory Gets Into Schools,11
Charlie Kirk : Ketanji Brown Jackson  is what your country looks like on critical race theory  ,33
Gov . Kristi Noem Signs Anti - Critical Race Theory Bill,23
Number of teachers pledging to teach Critical Race Theory in Lombard stagnates at 1 in February,5
"Republicans Grill Judge Ketanji Brown Jackson over Critical Race Theory , Guantánamo , Trans Rights",33
"Historicizing the Anti - CRT  Movement : Implications for Teaching , Policy , and Resistance",9
Penn State UPUA passes resolution opposing anti - critical race theory education legislation in Pa . ,85
Map : Where anti - critical race theory efforts have reached,0
How far have anti - critical race theory efforts gotten ? ,39
Chris Rufo challenges  The View  co - host to let him  hash out  CRT argument on - air after knocking his movement,40
"Critical Race Theory , Public Schools , and Parental Rights",99
Where anti - critical race theory efforts have reached,0
Where anti - critical race theory efforts have reached – Connect FM | Local News Radio,92
Where anti - critical race theory efforts have reached – 850 WFTL,0
"Where anti - critical race theory efforts have reached - WEIS | Local & Area News , Sports , & Weather",92
Washington Post Confirms Cruz Was Right - CRT at Jackson School,46
Placentia - Yorba Linda school board studies proposed  critical race theory  ban,44
EXPOSED : Tennessee Schools Flagrantly Breaking Anti - CRT Law,63
The Ted Cruz CRT Minstrel Show,35
Unpacking critical race theory and how new bill impacts the Mississippi education system,23
"Board of Trustees Plays  Critical  Role in Pushing CRT , Despite Ketanji Brown Jackson Denial",34
Outgoing superintendents say critical race theory is not taught in schools,29
"Judge Jackson dodges critical race theory , abortion questions during Senate hearing",33
Opinion | Cruz attacks Ketanji Brown Jackson for  critical race theory  but sends his own daughters to learn it,33
"Ketanji Brown Jackson responds to questions about abortion , critical race theory and her faith",33
WMKY Feature : Morehead State Assistant Professor Discusses Kentucky Bills in Opposition to Critical Race Theory,23
CRT cant be in Mississippi schools but homophobia must be ? - The Daily Mississippian,43
AZN : Phase III Trial Of Imfinzi - CRT In Locally Advanced Cervical Cancer Fails To Meet Primary Goal,80
How the CRT debate and book bans impact students in Tennessee,63
GOP Leaders Using Ketanji Brown Jackson Hearing to Rebuke Critical Race Theory,33
GOP leaders used Judge Ketanji Brown Jackson hearing to rebuke critical race theory . Scholars say it a disgraceful attempt to disqualify her . ,33
California School Board to Vote to Ban Critical Race Theory,42
Judge Jackson and Critical Race Theory,33
Rejecting CRT and Searching for Real School,1
Fact check : Did Ketanji Brown Jackson say judges should consider CRT while on the bench ? :: WRAL . com,31
"Furor Over Critical Race Theory , Pulling Library Books is  Manufactured Crisis  – NBC 5 Dallas - Fort Worth",96
Ketanji Brown Jackson Favorite Critical Race Theory Book Rejects the Constitution,33
TN Politics : Republicans Focus on Critical Race Theory in Confirmation Hearing,56
VIDEO : Parents Speak Out Against CRT at Missouri School Board Meeting,73
Ketanji Brown Jackson Hammered Over Critical Race Theory,33
Honesty must be essential part of Critical Race Theory debate,39
Honesty must be part of Critical Race Theory debate,39
"Herschel Walker talks CRT , trans athletes at Trump rally in Georgia",45
"Ketanji Brown Jackson Favorite Critical Race Theory Book Rejects the Constitution A judge who does not believe in the Constitution , but believes in critical race theory , is unfit . Daniel Greenfield",33
Number of teachers pledging to teach Critical Race Theory in Glen Ellyn stagnates at three in week ending March 19,5
Banning Critical Race Theory,44
Arizona Lawmakers Have Two Chances Left To Stop CRT,28
How Wokeism and CRT Became Socialist Religion : Pastor,9
"LANCE MORGAN : Critical race theory may not have been written for Native Americans , but it still applies",71
"Senate GOP Moderates Silent on Ketanji Brown Jackson Trustee Role at Woke , Pro - Critical Race Theory School",33
"Trump rally speakers on election results , CRT , trans athletes",35
Debating critical race theory,0
North Andover candidates debate critical race theory,92
FOX 7 Discussion : Is Critical Race Theory a manufactured crisis ? ,93
 [ Premiering at 7 : 30PM ] Christopher Rufo : CRT Is Based on the Prison Politics of Racial Segregation,13
"CRT In Class : Local school district admits lessons on race , gender , and privilege were potentially biased",50
Thommen Targets CRT - to - LCD Upgrade Market,17
CT Real Estate Investment Declares Monthly Dividend of $0 . 07 ( TSE : CRT ) ,82
Sociology and the Racialized Moral Panic Over  CRT  ,45
NY Times corrects Charles Blow mischaracterization of Florida anti - CRT bill,3
"5 Times Will Smith Pushed a Radical , Left - Wing Agenda : Pro - BLM and CRT , Anti - Voter ID",88
New York Times corrects liberal column that mischaracterized Florida critical race theory bill,55
"Republican statehouse candidates debate mask mandates , CRT , other issues",88
"Some Thoughts on Systemic Racism , Critical Race Theory and Social Justice",68
Thommen launches solutions for legacy CRT upgrades,58
LETTER : Marxism and CRT - another view,9
Generali investors Delfin and CRT end their shareholder pact,21
"Editor Pick : Fox on Media Pushing CRT , Then Denying It Exists",31
"MSNBC , CNN , ABC and more push critical race theory ideology while downplaying it exists",93
"Fox News confronts MSNBC , CNN , ABC for constant push of critical race theory while denying it exists",93
Moore Complex to host talk by history professor on meaning of critical race theory,0
Critical race theory conversation to be held by Moore Complex,0
"Networks push CRT but downplay , deny it exists ; Ukraine turns tables , shells Russian territory",9
EDITORIAL : Dont let CRT and DEI dominate our libraries,31
"Constitutional ban on  critical race theory  in Az schools , universities one vote away from November ballot",74
Colorado Springs Gazette : Dont let CRT and DEI dominate our libraries,6
CRT ban gets Senate panel nod | Arizona Capitol Times,3
CRT and book bans in Tennessee schools : A reading list,63
Critical Race Theory Mississippi,8
United Way of Greater Cleveland holds critical race theory forum,92
Number of teachers pledging to teach Critical Race Theory in Wood Dale stagnates at one in week ending March 19,5
"Francis Howell School Board candidates talk critical race theory , controversial books",12
No new teachers in Woodridge sign pledge in week ending March 19 to teach Critical Race Theory,10
"Constitutional Ban on  Critical Race Theory  in Arizona Schools , Universities Is One Vote Away From the November Ballot",74
Biden signs Emmett Till Antilynching Act as CRT bans restrict talk of race,45
ABC Hostin : Parents Up in Arms About CRT Are Silent  When Kids Are Being Gunned Down  ,69
"The View :  Easier  to Buy an AR than Beer , Anti - CRT Parents Dont Care",73
GOP ban on  critical race theory  in Az schools poised to fall 1 vote short,61
"Georgia School Refuses To Let Kids Opt - Out Of Lessons  Steeped In  Critical Gender , Race Theories , Parents Group Says",99
Banning abortion and critical race theory will hurt Black women,44
"Shareholder Criticizes Walmart for Pushing CRT Training on Execs , Employees • National Legal And Policy Center",34
"Opinion : Ban teaching CRT - inspired racial dogmas in schools , says Colton man",50
California Reparations  Task Force  Cites Three Prominent Critical Race Theorists Dozens Of Times,96
Live NOW : Poll : Americans Favor Arming Teachers | Meet the Billionaires Club Pumping CRT,15
"Critics say Oklahoma crackdowns on abortion , critical race theory rely on fear , confusion",87
Critics say Oklahoma crackdowns on abortion and critical race theory rely on fear and confusion,87
"Stacey Abrams on board of foundation awarding millions to woke professors pushing prison abolition , CRT",52
Gag Order : GOP  critical race theory  ban would outlaw teaching about the alleged Buffalo shooter racist motivations | Currents Feature,2
"Stacey Abrams sits on board of foundation awarding millions to promotion of CRT , anti - capitalism , abolishing cops and prisons",34
PUSD curriculum avoids critical race theory,59
Letter : Critical race theory a GOP hoax to avoid real issues,56
CRT is  responsible  hedge against taxpayer risk : FHFA Thompson,21
Freddie Mac unveils offer for up to $2 . 2B in CRT notes,21
Second Primary Cancers Less Likely With IMRT vs CRT for Prostate Tumors,80
Critical race theory concerns new East Penn residents group,92
"Charlie Kirk to launch  Turning Point Academy  in bid to reject critical race theory ,  wokeism  in schools",59
Legislation to Limit Critical Race Theory at Colleges Has Reached Fever Pitch,16
Republican 2023 Budget Proposal Would Ban CRT in the Military,3
North Carolina education officials scrubbed CRT - linked words to avoid backlash,6
"Sen . Ron Johnson faces controversy after saying  wokeness , critical race theory responsible for school shootings",61
How Critical Race Theory Creeps into Judicial Opinions,39
Anti - CRT Legislation at Fever Pitch in States | History News Network,28
CRT from the perspective of conservative Black Americans,45
How Critical Race Theory Creeps Into Judicial Opinions,39
"Geneseo residents bring up school safety ,  critical race theory  at Geneseo board meeting",12
"Right - wing parent groups are organizing against school mental health programs on Facebook , claiming they are a  trojan horse  for  critical race theory  ",99
"Column One : CRT , Trumpism and doubt roil Biola University . Is this the future of evangelical Christianity ? ",6
"Republican 2023 Budget Proposal Calls for Critical Race Theory Ban in Education , Military",61
"Inflation , Critical Race Theory Among Likely Key Issues as Texas Republicans Prepare for Convention",56
Would you like a little ESG with your CRT ? ,58
OPINION : Would you like a little ESG with your CRT ? ,58
"Education consultant uses critical race theory to train school teachers , staff according to documents",29
"Huntsville City Schools received Critical Race Theory training in 2015 , document shows",60
Parent Guide to Children Rights Aims to Save Public Schools From CRT,73
"Southern Baptist right - wing faction warn against women preachers , social justice , CRT",45
North Carolina Department of Public Instruction Lied About CRT Content Collaboration : Watchdog Group,52
Indiana schools defend racial equity against CRT critics,37
Justices Wont Consider Challenge To CRT Deal,28
Anytown CRT - Based  Leadership Camp  Begins – Arizona Daily Independent,57
AFL Releases Documents Conclusively Proving Critical Race Theory Indoctrination Is Being Used in Public Schools,59
Letter : A society built on the tenets of critical race theory cannot work,18
Parent Guide to Children Rights Aims to Save America Public Schools From CRT,73
"Southern Baptist group hosts right - wing leader Charlie Kirk , decries CRT ahead of historic meeting on sexual abuse",6
Victory Over CRT Is Within Grasp . Here How Civics Can Prevail . ,88
Charlie Kirk decries critical race theory at Southern Baptist meeting,76
SBC Pastor Conference rejects CRT critic Voddie Baucham in vote for president,88
Parents Find Critical Race Theory Training Material in Pennsylvania School That Denies Teaching CRT,99
Which states celebrate Juneteenth and which ban critical race theory ? ,8
Republicans maintain racism by fighting critical race theory : Kendi,56
CRT and LGBT in the Classroom : Americans Have Had Enough,43
  Fight Like Hell With a Smile on Our Face : CRT Debate Spurs Parents to Run for School Boards,73
Why you shouldnt be afraid of critical race theory,39
White parents chase Black teacher out of town over CRT fears before following her to next town,50
"  DOES NOT BELONG IN THE CLASSROOM : Stefanik Torches CRT ,  State - Sanctioned Racism  ",50
Teachers Fear Juneteenth School Lessons Amid Critical Race Theory Clampdown,5
Hillsborough County School Board candidate defends book bans and CRT while lacking evidence,63
New York curriculum is critical race theory by another name,59
Number of teachers pledging to teach Critical Race Theory in Itasca stagnates at 1 in May,5
No new teachers in Bartlett in May sign pledge to teach Critical Race Theory,10
"Lego prepared for questions on Youngkin , critical race theory in Va . ",71
CT Real Estate Investment ( TSE : CRT ) to Issue Dividend Increase – $0 . 07 Per Share,82
Why the Black Educator Forced Out Over Bogus Critical Race Theory Claims Agreed to Share Her Story,19
White Folks Twice Run An Educator Out Of Town Over Critical Race Theory In Georgia,29
"West Point cadets schooled on  whiteness ,  queer theory  under newly revealed CRT regime",50
Why critical race theory should inform schools,11
"West Point cadets taught critical race theory , including addressing  whiteness , docs show",7
The definitive proof critical race theory is being taught in our schools,7
No new teachers in Bloomingdale in May sign pledge to teach Critical Race Theory,10
Number of teachers pledging to teach Critical Race Theory in Glen Ellyn stagnates at 3 in May,5
Judicial Watch : Records Show Critical Race Theory Propaganda at West Point,93
US Army teaching Critical Race Theory to West Point cadets : report,59
Why Critical Race Theory Should Inform Schools,11
Judicial Watch Uncovers Records of CRT Being Taught to West Point Cadets :  An Attack From Within  ,1
"Glaude : Anti - CRT ,  Stop the Steal  Are Part of  Racist Retrenchment  ",45
"West Point cadets taught critical race theory , including addressing whiteness , docs show",7
  Congress Has To Step In : Judicial Watch Sounds Alarm On CRT At West Point,28
Liberal dark money group forms to push back against anti - CRT efforts in schools across the country,46
PBS : Critical Race Theory Needed For  A More Racially Just Society  ,39
"CURRICULUM CONTROVERSY : District responds to claims it will implement CRT , gender identity lessons",43
Democrats Are Still Trying To Hide Racist CRT Curriculum,50
"San Diego Med School Has  Orwellian Bureaucracie Focused on Adding CRT to Curricula , Nonprofit Finds Brittany Bernstein",32
Number of teachers pledging to teach Critical Race Theory in Wood Dale stagnates at 1 in May,5
Will Florida critical race theory education law be put on hold ? ,55
No new teachers in Roselle in May sign pledge to teach Critical Race Theory,10
Betsy DeVos : Critical Race Theory Is Racism,19
Documents Reveal West Point Cadets Being Taught Critical Race Theory,59
"West Point cadets schooled on  whiteness ,  queer theory  under newly revealed CRT regime -- Society Child -- Sott . net",50
WATCH : Tom Fitton Joins Charlie Kirk to Reveal Cadets Are Being  Force - Fed  CRT at West Point,35
Critical Race Theory is Part of Globalist Power Grab : Expert,0
"Will Forest Hills school board ban critical race theory , anti - racism ? ",2
"West Point Cadets Taught Critical Race Theory , Including Addressing  Whiteness , Docs Show",7
Happy  Juneteenth : Want to know what the new CRT - inspired federal holiday is really all about ? -- Society Child -- Sott . net,57
Fetterman Says Critical Race Theory Doesnt Matter . His Backers Disagree . ,71
Forest Hills meeting ends with resolution against critical race theory,92
"Eyeroll : Push to ban  assault rifle like fight to end slavery , CRT backer Ibram X . Kendi tells CBS news -- Society Child -- Sott . net",69
Dems Kill Bill to Stop Military from Teaching Critical Race Theory,70
  We need to get this ... under control . School meeting ends with resolution against CRT,27
Number of teachers pledging to teach Critical Race Theory in Lombard stagnates at 1 in May,5
No new teachers in Villa Park in May sign pledge to teach Critical Race Theory,10
"Ibram Kendi Makes Ridiculous  Slavery  Comparison With  Right to Have Guns , Pushes CRT Nonsense",45
 [ PREMIERING 7 : 30PM ET ] Whistleblower Jodi Shaw : How CRT Training Is a Violation of Civil Rights Law,34
Florida businesses sue state over anti - CRT  Stop WOKE Act  ,79
GOP - Backed Bill Would Let Biden Admin Push CRT In Public Schools,46
Caught Red - handed : Critical Race Theory Is Being Taught at West Point,71
"Opinion : Push to ban critical race theory will foster division , not end it",44
No new teachers in Woodridge in May sign pledge to teach Critical Race Theory,10
"Masks , CRT draw conservatives to Palm Beach school board races",84
Spain Morenoite CRT works to trap anti - war sentiment behind pro - war Podemos government,9
Democrats Swat Down a Measure to Ban Critical Race Theory in the Military,70
Attack on CRT is not in children best interest | David Hoffman Guestview,73
Rate of CRT - Related Pneumonitis in NSCLC May Be Higher in Real World Than in Clinical Trials,80
Lawmaker absence dooms  critical race theory  bill,23
Critical race theory bill shelved as Legislature adjourns,23
"Critical race theory , Trumpism and doubt roil Biola University . Is this the future of evangelical Christianity ? ",76
Scholar : The fight against CRT is one of national survival,31
Kansas Life Lesson : Marketable Skills Typically Dont Include CRT,1
A $8 . 5 Billion Global Opportunity for Cardiac Resynchronization Therapy ( CRT ) Devices by 2026,80
Thomas Gallatin : West Point Is Teaching CRT,57
CRT training at the US Army …. – Investment Watch,32
Let hear it for CRT : ( Dont get exercised ) | Editorials,31
Critical Race Theory regulations now in South Dakota colleges,53
Release : College CRT Ban Becoming Law – South Dakota War College,95
Florida Gov . Ron DeSanti anti - critical race theory law to take effect,48
"House Republican Rolls out Resolution Condemning Critical Race Theory , Calls It a  Threat  to America",56
  Stand Up And Demand Accountability : Tulsa Schools Warned For Violating CRT Ban,63
Critical Race Theory Merchants of Doubt,0
The Arizona Republican Primary Is Ground Zero for America Hysteria Over Critical Race Theory,56
"Texans pack boardroom to debate curriculum : CRT , civics , Moses",46
Oklahoma Pushes Back Against School Districts That Violated Ban on CRT,63
James Madison Montpelier Gets a CRT Renovation | The Heritage Foundation,57
Oklahoma uses anti - CRT law to punish schools for offending white people,63
UCLA Law launches project to track attacks on Critical Race Theory,96
Oklahoma Public Schools Disciplined For Teaching CRT,63
Texas lawmaker defends his  critical race theory  law,20
Author of  critical race theory  ban says Texas schools can still teach about racism,2
